key,brand,tier,year,season,emb_idx
81384,Jean Paul Gaultier,Avant-garde,2011,Fall,7119
322304,Stella McCartney,Accessible Luxury,2014,Fall,7120
479359,Chanel,Luxury,2013,Pre-Fall,7121
254062,Saint Laurent,Luxury,2017,Fall,7122
366153,Givenchy,Luxury,2009,Fall,7123
614365,Marni,Accessible Luxury,2020,Pre-Fall,7124
627412,Ralph Lauren,Accessible Luxury,2015,Resort,7125
230938,Prada,Luxury,2021,Spring,7126
103628,Saint Laurent,Luxury,2021,Pre-Fall,7127
269118,Fendi,Luxury,2018,Fall,7128
156641,Fendi,Luxury,2018,Fall,7129
639640,Stella McCartney,Accessible Luxury,2013,Pre-Fall,7130
172995,Marni,Accessible Luxury,2018,Fall,7131
181796,Valentino,Luxury,2020,Resort,7132
412627,Stella McCartney,Accessible Luxury,2022,Fall,7133
296017,Marni,Accessible Luxury,2020,Fall,7134
143230,Jean Paul Gaultier,Avant-garde,2020,Spring,7135
54652,Burberry,Accessible Luxury,2021,Fall,7136
169746,Chanel,Luxury,2019,Fall,7137
22546,Miu Miu,Accessible Luxury,2019,Fall,7138
187737,Max Mara,Accessible Luxury,2018,Fall,7139
350595,Missoni,Accessible Luxury,2019,Spring,7140
224450,Balenciaga,Avant-garde,2023,Resort,7141
514695,Givenchy,Luxury,2019,Pre-Fall,7142
142760,Louis Vuitton,Luxury,2021,Spring,7143
66864,Dolce & Gabbana,Luxury,2022,Fall,7144
447813,Burberry,Accessible Luxury,2011,Pre-Fall,7145
124047,Valentino,Luxury,2013,Spring,7146
341781,Balenciaga,Avant-garde,2011,Fall,7147
86123,Burberry,Accessible Luxury,2006,Spring,7148
92443,Ralph Lauren,Accessible Luxury,2004,Fall,7149
226172,Rick Owens,Avant-garde,2008,Fall,7150
804215,Saint Laurent,Luxury,2010,Resort,7151
261809,Missoni,Accessible Luxury,2005,Fall,7152
232695,Alexander McQueen,Avant-garde,2002,Spring,7153
332750,Burberry,Accessible Luxury,2014,Pre-Fall,7154
418130,Louis Vuitton,Luxury,2009,Fall,7155
419323,Max Mara,Accessible Luxury,2007,Fall,7156
183522,Fendi,Luxury,2000,Fall,7157
71449,Stella McCartney,Accessible Luxury,2008,Spring,7158
456998,Christian Dior,Luxury,2008,Resort,7159
69442,Missoni,Accessible Luxury,2008,Spring,7160
223891,Valentino,Luxury,2011,Fall,7161
399339,Dries Van Noten,Avant-garde,2003,Spring,7162
14716,Max Mara,Accessible Luxury,2011,Spring,7163
265973,Louis Vuitton,Luxury,2010,Spring,7164
127202,Ralph Lauren,Accessible Luxury,2007,Spring,7165
1122097,Balenciaga,Avant-garde,2010,Pre-Fall,7166
1165958,Missoni,Accessible Luxury,2009,Resort,7167
332180,Valentino,Luxury,2011,Fall,7168
63360,Giorgio Armani,Luxury,2005,Spring,7169
1111567,Rick Owens,Avant-garde,2007,Spring,7170
285490,Giorgio Armani,Luxury,2003,Fall,7171
88312,Ralph Lauren,Accessible Luxury,2003,Spring,7172
684739,Prada,Luxury,2002,Fall,7173
165757,Valentino,Luxury,2014,Fall,7174
729219,Max Mara,Accessible Luxury,2012,Fall,7175
442580,Rick Owens,Avant-garde,2014,Fall,7176
96616,Jean Paul Gaultier,Avant-garde,2006,Spring,7177
85474,Stella McCartney,Accessible Luxury,2011,Fall,7178
426826,Prada,Luxury,2001,Fall,7179
399383,Burberry,Accessible Luxury,2014,Spring,7180
187414,Christian Dior,Luxury,2015,Spring,7181
816259,Balenciaga,Avant-garde,2004,Fall,7182
421830,Givenchy,Luxury,2009,Resort,7183
559195,Gucci,Luxury,2004,Fall,7184
104306,Givenchy,Luxury,2014,Fall,7185
117829,Gucci,Luxury,2011,Fall,7186
118393,Louis Vuitton,Luxury,2015,Fall,7187
1103489,Missoni,Accessible Luxury,2015,Pre-Fall,7188
21694,Valentino,Luxury,2013,Fall,7189
351182,Miu Miu,Accessible Luxury,2016,Pre-Fall,7190
264688,Fendi,Luxury,2014,Spring,7191
536851,Saint Laurent,Luxury,2011,Fall,7192
431116,Dries Van Noten,Avant-garde,2002,Spring,7193
83034,Valentino,Luxury,2018,Spring,7194
72346,Valentino,Luxury,2013,Spring,7195
45137,Versace,Luxury,2010,Pre-Fall,7196
41819,Saint Laurent,Luxury,2011,Spring,7197
289018,Prada,Luxury,2022,Fall,7198
504678,Balenciaga,Avant-garde,2015,Pre-Fall,7199
410620,Christian Dior,Luxury,2019,Pre-Fall,7200
256732,Christian Dior,Luxury,2004,Spring,7201
176176,Stella McCartney,Accessible Luxury,2018,Fall,7202
1029400,Burberry,Accessible Luxury,2014,Resort,7203
731941,Gucci,Luxury,2015,Resort,7204
420689,Missoni,Accessible Luxury,2022,Spring,7205
296050,Gucci,Luxury,2023,Resort,7206
226560,Chanel,Luxury,2021,Fall,7207
493752,Louis Vuitton,Luxury,2022,Pre-Fall,7208
737838,Givenchy,Luxury,2013,Resort,7209
399138,Christian Dior,Luxury,2011,Fall,7210
160562,Giorgio Armani,Luxury,2000,Fall,7211
52087,Givenchy,Luxury,2002,Fall,7212
174313,Burberry,Accessible Luxury,2011,Fall,7213
683817,Rick Owens,Avant-garde,2003,Fall,7214
51620,Giorgio Armani,Luxury,2011,Spring,7215
591900,Valentino,Luxury,2015,Resort,7216
833921,Burberry,Accessible Luxury,2000,Spring,7217
90554,Valentino,Luxury,2001,Spring,7218
728272,Rick Owens,Avant-garde,2007,Spring,7219
269437,Giorgio Armani,Luxury,2006,Spring,7220
5281,Burberry,Accessible Luxury,2006,Fall,7221
73317,Christian Dior,Luxury,2010,Spring,7222
366994,Balenciaga,Avant-garde,2016,Pre-Fall,7223
365722,Saint Laurent,Luxury,2000,Fall,7224
322379,Rick Owens,Avant-garde,2016,Fall,7225
133610,Missoni,Accessible Luxury,2002,Fall,7226
374454,Saint Laurent,Luxury,2005,Fall,7227
234030,Chanel,Luxury,2010,Spring,7228
171735,Louis Vuitton,Luxury,2001,Fall,7229
480562,Miu Miu,Accessible Luxury,2021,Spring,7230
154488,Valentino,Luxury,2002,Spring,7231
103536,Stella McCartney,Accessible Luxury,2007,Spring,7232
172193,Givenchy,Luxury,2006,Fall,7233
63596,Missoni,Accessible Luxury,2008,Fall,7234
388691,Christian Dior,Luxury,2021,Pre-Fall,7235
1216223,Givenchy,Luxury,2022,Pre-Fall,7236
483196,Missoni,Accessible Luxury,2012,Fall,7237
3053,Rick Owens,Avant-garde,2013,Fall,7238
389759,Alexander McQueen,Avant-garde,2012,Spring,7239
7719,Stella McCartney,Accessible Luxury,2008,Pre-Fall,7240
750136,Miu Miu,Accessible Luxury,2014,Fall,7241
760272,Alexander McQueen,Avant-garde,2013,Resort,7242
785812,Maison Margiela,Avant-garde,2015,Resort,7243
215437,Burberry,Accessible Luxury,2014,Spring,7244
262380,Stella McCartney,Accessible Luxury,2017,Pre-Fall,7245
285153,Missoni,Accessible Luxury,2013,Fall,7246
262322,Chanel,Luxury,2013,Spring,7247
1067155,Jean Paul Gaultier,Avant-garde,2014,Pre-Fall,7248
4991,Gucci,Luxury,2013,Fall,7249
682962,Alexander McQueen,Avant-garde,2015,Resort,7250
1274721,Miu Miu,Accessible Luxury,2019,Pre-Fall,7251
1017633,Jean Paul Gaultier,Avant-garde,2010,Pre-Fall,7252
89867,Maison Margiela,Avant-garde,2016,Spring,7253
959639,Alexander McQueen,Avant-garde,2013,Pre-Fall,7254
128062,Burberry,Accessible Luxury,2016,Spring,7255
1019588,Missoni,Accessible Luxury,2020,Pre-Fall,7256
636064,Balenciaga,Avant-garde,2015,Pre-Fall,7257
121262,Louis Vuitton,Luxury,2020,Spring,7258
57134,Burberry,Accessible Luxury,2018,Fall,7259
217671,Max Mara,Accessible Luxury,2016,Pre-Fall,7260
184649,Versace,Luxury,2023,Resort,7261
72928,Christian Dior,Luxury,2023,Spring,7262
32415,Dolce & Gabbana,Luxury,2017,Fall,7263
215344,Christian Dior,Luxury,2019,Resort,7264
640089,Louis Vuitton,Luxury,2021,Pre-Fall,7265
109863,Valentino,Luxury,2021,Resort,7266
291078,Louis Vuitton,Luxury,2022,Resort,7267
286220,Gucci,Luxury,2020,Fall,7268
992541,Marni,Accessible Luxury,2021,Resort,7269
326709,Stella McCartney,Accessible Luxury,2020,Spring,7270
66625,Louis Vuitton,Luxury,2022,Spring,7271
106299,Gucci,Luxury,2019,Fall,7272
319678,Gucci,Luxury,2003,Spring,7273
696732,Stella McCartney,Accessible Luxury,2009,Pre-Fall,7274
128677,Dries Van Noten,Avant-garde,2004,Fall,7275
204781,Gucci,Luxury,2008,Spring,7276
577358,Maison Margiela,Avant-garde,2012,Pre-Fall,7277
530034,Rick Owens,Avant-garde,2005,Fall,7278
378820,Missoni,Accessible Luxury,2006,Spring,7279
91452,Chanel,Luxury,2010,Spring,7280
67897,Miu Miu,Accessible Luxury,2001,Spring,7281
663226,Givenchy,Luxury,2009,Pre-Fall,7282
258497,Dries Van Noten,Avant-garde,2005,Fall,7283
193365,Giorgio Armani,Luxury,2006,Fall,7284
99334,Valentino,Luxury,2012,Pre-Fall,7285
355044,Ralph Lauren,Accessible Luxury,2004,Spring,7286
283232,Saint Laurent,Luxury,2010,Resort,7287
73569,Alexander McQueen,Avant-garde,2007,Spring,7288
303182,Stella McCartney,Accessible Luxury,2012,Resort,7289
63124,Dries Van Noten,Avant-garde,2006,Spring,7290
559355,Ralph Lauren,Accessible Luxury,2009,Fall,7291
532203,Max Mara,Accessible Luxury,2005,Fall,7292
768631,Stella McCartney,Accessible Luxury,2006,Spring,7293
200920,Fendi,Luxury,2001,Fall,7294
69913,Burberry,Accessible Luxury,2010,Fall,7295
520722,Valentino,Luxury,2010,Fall,7296
142080,Giorgio Armani,Luxury,2012,Fall,7297
283911,Miu Miu,Accessible Luxury,2016,Spring,7298
360179,Max Mara,Accessible Luxury,2006,Spring,7299
619511,Dolce & Gabbana,Luxury,2001,Fall,7300
394926,Burberry,Accessible Luxury,2012,Fall,7301
361894,Stella McCartney,Accessible Luxury,2006,Spring,7302
286887,Maison Margiela,Avant-garde,2019,Spring,7303
154793,Prada,Luxury,2019,Fall,7304
303709,Jean Paul Gaultier,Avant-garde,2002,Fall,7305
474619,Stella McCartney,Accessible Luxury,2010,Resort,7306
111784,Miu Miu,Accessible Luxury,2008,Fall,7307
506573,Prada,Luxury,2012,Spring,7308
34020,Chanel,Luxury,2017,Pre-Fall,7309
441689,Givenchy,Luxury,2021,Pre-Fall,7310
561317,Miu Miu,Accessible Luxury,2015,Resort,7311
86358,Versace,Luxury,2013,Pre-Fall,7312
156456,Rick Owens,Avant-garde,2017,Spring,7313
283507,Saint Laurent,Luxury,2016,Pre-Fall,7314
102448,Chanel,Luxury,2023,Resort,7315
703477,Miu Miu,Accessible Luxury,2016,Resort,7316
128291,Saint Laurent,Luxury,2016,Fall,7317
399847,Stella McCartney,Accessible Luxury,2019,Fall,7318
857530,Givenchy,Luxury,2014,Pre-Fall,7319
172558,Marni,Accessible Luxury,2023,Spring,7320
342144,Balenciaga,Avant-garde,2021,Pre-Fall,7321
399210,Maison Margiela,Avant-garde,2006,Spring,7322
45966,Dolce & Gabbana,Luxury,2020,Fall,7323
149899,Prada,Luxury,2022,Spring,7324
94653,Jean Paul Gaultier,Avant-garde,2003,Spring,7325
352740,Alexander McQueen,Avant-garde,2020,Fall,7326
414626,Louis Vuitton,Luxury,2020,Resort,7327
14325,Versace,Luxury,2020,Fall,7328
170024,Chanel,Luxury,2020,Spring,7329
92914,Louis Vuitton,Luxury,2016,Fall,7330
652789,Givenchy,Luxury,2019,Resort,7331
187614,Louis Vuitton,Luxury,2023,Spring,7332
995012,Stella McCartney,Accessible Luxury,2023,Pre-Fall,7333
4905,Saint Laurent,Luxury,2020,Spring,7334
303193,Alexander McQueen,Avant-garde,2022,Fall,7335
39529,Gucci,Luxury,2020,Pre-Fall,7336
1060273,Max Mara,Accessible Luxury,2022,Pre-Fall,7337
52879,Christian Dior,Luxury,2020,Pre-Fall,7338
758153,Giorgio Armani,Luxury,2013,Resort,7339
1034333,Alexander McQueen,Avant-garde,2009,Pre-Fall,7340
99430,Jean Paul Gaultier,Avant-garde,2006,Fall,7341
60650,Dries Van Noten,Avant-garde,2007,Spring,7342
771978,Stella McCartney,Accessible Luxury,2013,Resort,7343
559116,Louis Vuitton,Luxury,2000,Spring,7344
68066,Valentino,Luxury,2001,Fall,7345
349856,Max Mara,Accessible Luxury,2005,Fall,7346
206167,Miu Miu,Accessible Luxury,2005,Spring,7347
285336,Max Mara,Accessible Luxury,2016,Fall,7348
1028601,Stella McCartney,Accessible Luxury,2012,Spring,7349
16962,Gucci,Luxury,2010,Resort,7350
843577,Givenchy,Luxury,2011,Pre-Fall,7351
260003,Givenchy,Luxury,2006,Spring,7352
295873,Stella McCartney,Accessible Luxury,2009,Spring,7353
362345,Alexander McQueen,Avant-garde,2010,Fall,7354
75490,Christian Dior,Luxury,2018,Spring,7355
923186,Fendi,Luxury,2015,Pre-Fall,7356
17067,Christian Dior,Luxury,2021,Spring,7357
62980,Burberry,Accessible Luxury,2013,Spring,7358
766542,Givenchy,Luxury,2011,Pre-Fall,7359
192689,Alexander McQueen,Avant-garde,2011,Resort,7360
47144,Fendi,Luxury,2009,Resort,7361
466104,Alexander McQueen,Avant-garde,2003,Fall,7362
32202,Givenchy,Luxury,2013,Resort,7363
428264,Jean Paul Gaultier,Avant-garde,2011,Resort,7364
1194778,Giorgio Armani,Luxury,2014,Pre-Fall,7365
95939,Givenchy,Luxury,2010,Spring,7366
163006,Valentino,Luxury,2013,Fall,7367
146665,Dolce & Gabbana,Luxury,2011,Fall,7368
1055428,Ralph Lauren,Accessible Luxury,2014,Pre-Fall,7369
29147,Dolce & Gabbana,Luxury,2010,Spring,7370
63142,Christian Dior,Luxury,2009,Fall,7371
3331,Gucci,Luxury,2008,Spring,7372
383896,Louis Vuitton,Luxury,2009,Spring,7373
294402,Dries Van Noten,Avant-garde,2021,Fall,7374
810740,Versace,Luxury,2014,Pre-Fall,7375
148284,Chanel,Luxury,2015,Resort,7376
353325,Jean Paul Gaultier,Avant-garde,2018,Fall,7377
457188,Balenciaga,Avant-garde,2011,Pre-Fall,7378
138303,Dries Van Noten,Avant-garde,2017,Fall,7379
268080,Gucci,Luxury,2019,Spring,7380
437664,Alexander McQueen,Avant-garde,2011,Spring,7381
399668,Alexander McQueen,Avant-garde,2019,Pre-Fall,7382
458713,Louis Vuitton,Luxury,2017,Spring,7383
44113,Dries Van Noten,Avant-garde,2002,Spring,7384
34496,Saint Laurent,Luxury,2016,Fall,7385
663570,Marni,Accessible Luxury,2021,Spring,7386
923060,Givenchy,Luxury,2013,Pre-Fall,7387
49026,Givenchy,Luxury,2019,Spring,7388
14274,Saint Laurent,Luxury,2022,Fall,7389
271723,Gucci,Luxury,2022,Fall,7390
206661,Marni,Accessible Luxury,2022,Fall,7391
167269,Stella McCartney,Accessible Luxury,2022,Spring,7392
37933,Rick Owens,Avant-garde,2020,Spring,7393
115477,Ralph Lauren,Accessible Luxury,2022,Fall,7394
321565,Stella McCartney,Accessible Luxury,2022,Spring,7395
127698,Stella McCartney,Accessible Luxury,2020,Fall,7396
50599,Alexander McQueen,Avant-garde,2021,Pre-Fall,7397
73129,Rick Owens,Avant-garde,2021,Fall,7398
77237,Miu Miu,Accessible Luxury,2016,Pre-Fall,7399
284303,Saint Laurent,Luxury,2021,Fall,7400
854654,Missoni,Accessible Luxury,2010,Resort,7401
296444,Gucci,Luxury,2000,Spring,7402
380596,Prada,Luxury,2002,Spring,7403
169273,Valentino,Luxury,2001,Spring,7404
392265,Marni,Accessible Luxury,2005,Spring,7405
557590,Valentino,Luxury,2000,Fall,7406
35556,Dries Van Noten,Avant-garde,2004,Fall,7407
28632,Valentino,Luxury,2007,Spring,7408
245118,Louis Vuitton,Luxury,2003,Fall,7409
559327,Giorgio Armani,Luxury,2008,Pre-Fall,7410
178704,Burberry,Accessible Luxury,2005,Spring,7411
407831,Fendi,Luxury,2002,Spring,7412
220270,Marni,Accessible Luxury,2007,Fall,7413
379792,Dolce & Gabbana,Luxury,2000,Spring,7414
93234,Rick Owens,Avant-garde,2004,Fall,7415
257458,Chanel,Luxury,2008,Pre-Fall,7416
22094,Burberry,Accessible Luxury,2005,Fall,7417
190673,Balenciaga,Avant-garde,2011,Resort,7418
405883,Gucci,Luxury,2008,Fall,7419
801464,Marni,Accessible Luxury,2010,Pre-Fall,7420
462421,Alexander McQueen,Avant-garde,2009,Spring,7421
86596,Chanel,Luxury,2011,Spring,7422
725175,Marni,Accessible Luxury,2010,Fall,7423
669103,Burberry,Accessible Luxury,2009,Fall,7424
305256,Saint Laurent,Luxury,2010,Spring,7425
138524,Prada,Luxury,2010,Spring,7426
263554,Jean Paul Gaultier,Avant-garde,2006,Fall,7427
52665,Christian Dior,Luxury,2016,Resort,7428
199217,Giorgio Armani,Luxury,2012,Pre-Fall,7429
100162,Alexander McQueen,Avant-garde,2009,Fall,7430
108464,Dolce & Gabbana,Luxury,2003,Spring,7431
978821,Fendi,Luxury,2015,Pre-Fall,7432
493433,Givenchy,Luxury,2013,Resort,7433
112319,Louis Vuitton,Luxury,2014,Spring,7434
498781,Ralph Lauren,Accessible Luxury,2014,Pre-Fall,7435
188912,Versace,Luxury,2022,Fall,7436
369784,Maison Margiela,Avant-garde,2015,Spring,7437
165239,Louis Vuitton,Luxury,2013,Spring,7438
827904,Louis Vuitton,Luxury,2017,Pre-Fall,7439
137478,Marni,Accessible Luxury,2014,Fall,7440
49352,Stella McCartney,Accessible Luxury,2017,Spring,7441
268288,Jean Paul Gaultier,Avant-garde,2002,Fall,7442
41331,Jean Paul Gaultier,Avant-garde,2014,Spring,7443
148142,Burberry,Accessible Luxury,2013,Fall,7444
305964,Burberry,Accessible Luxury,2015,Fall,7445
277483,Alexander McQueen,Avant-garde,2005,Fall,7446
168960,Christian Dior,Luxury,2017,Fall,7447
610513,Max Mara,Accessible Luxury,2020,Fall,7448
611182,Balenciaga,Avant-garde,2022,Resort,7449
405613,Saint Laurent,Luxury,2023,Resort,7450
243085,Missoni,Accessible Luxury,2023,Fall,7451
104498,Christian Dior,Luxury,2018,Spring,7452
35698,Louis Vuitton,Luxury,2021,Pre-Fall,7453
447348,Max Mara,Accessible Luxury,2017,Fall,7454
140077,Gucci,Luxury,2016,Spring,7455
209769,Louis Vuitton,Luxury,2023,Spring,7456
155311,Louis Vuitton,Luxury,2022,Fall,7457
403343,Saint Laurent,Luxury,2020,Fall,7458
298594,Chanel,Luxury,2019,Resort,7459
460486,Fendi,Luxury,2023,Resort,7460
17391,Chanel,Luxury,2020,Pre-Fall,7461
402699,Stella McCartney,Accessible Luxury,2020,Fall,7462
1213604,Versace,Luxury,2020,Resort,7463
248006,Fendi,Luxury,2020,Spring,7464
652894,Saint Laurent,Luxury,2021,Resort,7465
328123,Saint Laurent,Luxury,2012,Fall,7466
119954,Prada,Luxury,2007,Fall,7467
383171,Burberry,Accessible Luxury,2008,Spring,7468
613187,Louis Vuitton,Luxury,2013,Resort,7469
771212,Max Mara,Accessible Luxury,2009,Fall,7470
218118,Saint Laurent,Luxury,2014,Fall,7471
820834,Valentino,Luxury,2009,Resort,7472
351207,Burberry,Accessible Luxury,2012,Pre-Fall,7473
961077,Jean Paul Gaultier,Avant-garde,2010,Pre-Fall,7474
323629,Saint Laurent,Luxury,2011,Fall,7475
1272134,Stella McCartney,Accessible Luxury,2010,Pre-Fall,7476
914675,Missoni,Accessible Luxury,2013,Resort,7477
58577,Marni,Accessible Luxury,2003,Fall,7478
996883,Balenciaga,Avant-garde,2009,Spring,7479
97858,Fendi,Luxury,2008,Resort,7480
213356,Alexander McQueen,Avant-garde,2009,Fall,7481
91077,Prada,Luxury,2000,Fall,7482
504355,Saint Laurent,Luxury,2000,Fall,7483
68353,Louis Vuitton,Luxury,2002,Fall,7484
44621,Balenciaga,Avant-garde,2013,Fall,7485
280759,Jean Paul Gaultier,Avant-garde,2013,Pre-Fall,7486
166302,Prada,Luxury,2015,Spring,7487
438049,Stella McCartney,Accessible Luxury,2011,Spring,7488
175499,Balenciaga,Avant-garde,2021,Fall,7489
816149,Alexander McQueen,Avant-garde,2013,Pre-Fall,7490
75562,Fendi,Luxury,2015,Fall,7491
144023,Chanel,Luxury,2010,Fall,7492
308124,Missoni,Accessible Luxury,2012,Resort,7493
536231,Alexander McQueen,Avant-garde,2020,Resort,7494
55871,Giorgio Armani,Luxury,2020,Pre-Fall,7495
386199,Louis Vuitton,Luxury,2014,Spring,7496
164309,Chanel,Luxury,2015,Spring,7497
75643,Givenchy,Luxury,2023,Resort,7498
195567,Giorgio Armani,Luxury,2020,Fall,7499
395616,Max Mara,Accessible Luxury,2023,Resort,7500
331256,Saint Laurent,Luxury,2016,Pre-Fall,7501
795651,Marni,Accessible Luxury,2014,Pre-Fall,7502
142977,Christian Dior,Luxury,2015,Resort,7503
169652,Dolce & Gabbana,Luxury,2014,Spring,7504
409738,Stella McCartney,Accessible Luxury,2023,Resort,7505
396835,Saint Laurent,Luxury,2017,Fall,7506
22077,Burberry,Accessible Luxury,2013,Fall,7507
41344,Giorgio Armani,Luxury,2023,Fall,7508
209211,Chanel,Luxury,2017,Fall,7509
5083,Dries Van Noten,Avant-garde,2017,Spring,7510
143836,Fendi,Luxury,2021,Spring,7511
371803,Missoni,Accessible Luxury,2022,Fall,7512
40551,Balenciaga,Avant-garde,2023,Resort,7513
548226,Balenciaga,Avant-garde,2017,Resort,7514
444152,Max Mara,Accessible Luxury,2023,Pre-Fall,7515
225427,Chanel,Luxury,2020,Resort,7516
139422,Max Mara,Accessible Luxury,2023,Spring,7517
51655,Alexander McQueen,Avant-garde,2018,Fall,7518
398103,Valentino,Luxury,2021,Resort,7519
607644,Fendi,Luxury,2020,Pre-Fall,7520
169607,Louis Vuitton,Luxury,2023,Fall,7521
307924,Chanel,Luxury,2022,Fall,7522
842503,Versace,Luxury,2019,Resort,7523
788423,Versace,Luxury,2020,Pre-Fall,7524
290028,Christian Dior,Luxury,2021,Resort,7525
624436,Missoni,Accessible Luxury,2019,Resort,7526
671573,Valentino,Luxury,2020,Resort,7527
327528,Rick Owens,Avant-garde,2023,Fall,7528
61495,Alexander McQueen,Avant-garde,2006,Spring,7529
104878,Balenciaga,Avant-garde,2010,Fall,7530
341062,Gucci,Luxury,2011,Fall,7531
163454,Louis Vuitton,Luxury,2013,Resort,7532
576592,Maison Margiela,Avant-garde,2010,Fall,7533
251377,Gucci,Luxury,2003,Spring,7534
459929,Louis Vuitton,Luxury,2000,Spring,7535
768187,Missoni,Accessible Luxury,2002,Spring,7536
11814,Dolce & Gabbana,Luxury,2000,Spring,7537
611438,Rick Owens,Avant-garde,2008,Spring,7538
834037,Stella McCartney,Accessible Luxury,2003,Fall,7539
452033,Miu Miu,Accessible Luxury,2007,Fall,7540
1120602,Givenchy,Luxury,2015,Pre-Fall,7541
217529,Fendi,Luxury,2006,Spring,7542
461129,Fendi,Luxury,2000,Spring,7543
138018,Prada,Luxury,2006,Fall,7544
760411,Max Mara,Accessible Luxury,2008,Fall,7545
103177,Saint Laurent,Luxury,2008,Spring,7546
464046,Rick Owens,Avant-garde,2011,Fall,7547
143457,Saint Laurent,Luxury,2008,Spring,7548
10788,Chanel,Luxury,2011,Pre-Fall,7549
151684,Givenchy,Luxury,2011,Spring,7550
620840,Stella McCartney,Accessible Luxury,2012,Spring,7551
581472,Alexander McQueen,Avant-garde,2023,Resort,7552
291154,Dries Van Noten,Avant-garde,2013,Spring,7553
608429,Burberry,Accessible Luxury,2012,Resort,7554
197274,Christian Dior,Luxury,2015,Resort,7555
393408,Louis Vuitton,Luxury,2015,Resort,7556
283109,Christian Dior,Luxury,2011,Spring,7557
50650,Missoni,Accessible Luxury,2013,Fall,7558
481933,Givenchy,Luxury,2021,Pre-Fall,7559
892917,Gucci,Luxury,2009,Fall,7560
114164,Givenchy,Luxury,2023,Resort,7561
308917,Balenciaga,Avant-garde,2011,Spring,7562
329150,Stella McCartney,Accessible Luxury,2010,Spring,7563
313555,Louis Vuitton,Luxury,2011,Spring,7564
56626,Chanel,Luxury,2014,Fall,7565
374195,Ralph Lauren,Accessible Luxury,2014,Spring,7566
404533,Jean Paul Gaultier,Avant-garde,2023,Spring,7567
88815,Christian Dior,Luxury,2013,Fall,7568
102603,Valentino,Luxury,2014,Spring,7569
141912,Gucci,Luxury,2019,Fall,7570
9314,Stella McCartney,Accessible Luxury,2023,Spring,7571
42811,Rick Owens,Avant-garde,2016,Fall,7572
329046,Stella McCartney,Accessible Luxury,2023,Spring,7573
684114,Louis Vuitton,Luxury,2015,Pre-Fall,7574
74596,Ralph Lauren,Accessible Luxury,2017,Fall,7575
287024,Chanel,Luxury,2017,Resort,7576
119535,Rick Owens,Avant-garde,2017,Fall,7577
44134,Saint Laurent,Luxury,2016,Spring,7578
194964,Maison Margiela,Avant-garde,2019,Spring,7579
184893,Valentino,Luxury,2021,Spring,7580
296778,Prada,Luxury,2020,Resort,7581
256716,Alexander McQueen,Avant-garde,2020,Spring,7582
284496,Fendi,Luxury,2022,Pre-Fall,7583
26914,Chanel,Luxury,2020,Spring,7584
193738,Fendi,Luxury,2020,Spring,7585
301896,Gucci,Luxury,2021,Resort,7586
568934,Burberry,Accessible Luxury,2021,Resort,7587
184358,Versace,Luxury,2021,Spring,7588
8214,Gucci,Luxury,2020,Pre-Fall,7589
145438,Balenciaga,Avant-garde,2012,Resort,7590
435313,Versace,Luxury,2000,Spring,7591
229574,Christian Dior,Luxury,2012,Fall,7592
349101,Stella McCartney,Accessible Luxury,2005,Spring,7593
560825,Marni,Accessible Luxury,2013,Spring,7594
451536,Rick Owens,Avant-garde,2002,Fall,7595
46192,Valentino,Luxury,2009,Spring,7596
149300,Givenchy,Luxury,2009,Fall,7597
13105,Chanel,Luxury,2005,Spring,7598
262036,Louis Vuitton,Luxury,2008,Spring,7599
216010,Balenciaga,Avant-garde,2002,Spring,7600
467178,Chanel,Luxury,2008,Resort,7601
748907,Versace,Luxury,2012,Resort,7602
538412,Prada,Luxury,2010,Spring,7603
9671,Burberry,Accessible Luxury,2019,Spring,7604
857796,Versace,Luxury,2008,Pre-Fall,7605
337451,Ralph Lauren,Accessible Luxury,2003,Spring,7606
34637,Giorgio Armani,Luxury,2000,Spring,7607
878921,Fendi,Luxury,2014,Pre-Fall,7608
31931,Maison Margiela,Avant-garde,2020,Fall,7609
62565,Jean Paul Gaultier,Avant-garde,2015,Spring,7610
808221,Stella McCartney,Accessible Luxury,2011,Resort,7611
120522,Valentino,Luxury,2013,Fall,7612
79367,Givenchy,Luxury,2011,Pre-Fall,7613
461761,Missoni,Accessible Luxury,2013,Fall,7614
125073,Louis Vuitton,Luxury,2008,Spring,7615
725456,Rick Owens,Avant-garde,2007,Spring,7616
64791,Valentino,Luxury,2016,Spring,7617
22399,Gucci,Luxury,2021,Pre-Fall,7618
1198692,Saint Laurent,Luxury,2011,Resort,7619
31338,Prada,Luxury,2005,Spring,7620
556929,Valentino,Luxury,2021,Resort,7621
65070,Louis Vuitton,Luxury,2013,Spring,7622
274432,Missoni,Accessible Luxury,2014,Fall,7623
52718,Christian Dior,Luxury,2020,Fall,7624
251076,Givenchy,Luxury,2023,Spring,7625
348447,Ralph Lauren,Accessible Luxury,2015,Fall,7626
369445,Marni,Accessible Luxury,2017,Pre-Fall,7627
55389,Alexander McQueen,Avant-garde,2003,Fall,7628
378570,Versace,Luxury,2021,Fall,7629
226214,Christian Dior,Luxury,2014,Spring,7630
12067,Miu Miu,Accessible Luxury,2009,Spring,7631
1043346,Max Mara,Accessible Luxury,2021,Fall,7632
426052,Christian Dior,Luxury,2005,Fall,7633
854536,Balenciaga,Avant-garde,2017,Pre-Fall,7634
